Resteraunt Name,Cuisine,Rating,Price Range,Review Rating,Review Date,Review
Boccondivino,Italian,4.0,?11-20,5,2016-04-07,"Had a delightful meal here.  Authentic Italian staff prepared fresh homemade pasta dishes.  Decor was lovely.  Waiter was friendly and witty and provided good recommendations for unusual Italian red wines, including one from his home town, in charmingly accented German and English.  Wild truffle pasta initially appeared too plain, but actually had a delicious flavor.  Dinner for two including wine was under 50?."
Boccondivino,Italian,4.0,?11-20,2,2018-01-26,"Drawn here by the great reviews an hour before a Brecht performance at Berlin Ensemble a block away, we were looking forward to some authentic upmarket Italian food. The menu certainly does not disappoint. It is well-balanced between simple tourist-pleasing standards and elegant-sounding dishes trumpeting exotic ingredients with nouveau-riche enthusiasm, and wide-ranging, with pastas, antipastos, meats, and fish all solidly represented. Monkfish, bison entrecot, three kinds of seafood carpaccio.
The staff are attentive when you first arrive, seat you, take an oddly long time to read you the half-Italian, half-German menu in English, and take your drink order quite quickly, but at least on this Thursday at 7pm it would have been a good idea to order two drinks right away, because although the drinks arrived quickly, 15 minutes elapsed after they arrived while the waiter rushed around serving other tables. To his credit, he was fast, but for the number of tables, the restaurant is understaffed enough that the waiter has to avoid eye-contact with the new table for 15 minutes after getting them their initial drink order.
Once he finally showed at our table again, an honest and friendly exchange ensued where I voiced my concern, having by then 30m at best to finish a meal that had not yet started. The waiter proudly exclaimed that everything took a loong time to come out of the kitchen because it's all so amazingly fresh, (including the cheese and brined olives??,) so we cashed out.
Still curious to try a sampling of their cuisine, we asked what time they close, and the waiter said: ""don't worry. We're open 'till midnight!"". It would have been considerate after we mentioned that we would then return at 11 to tell us that ""open 'till midnight"" is only on Fridays, not this evening...
Returning at 11 and walking through an open front door we were met by a judgy man admonishing us that it was closed (ever think of closing the front door, then?) - Let's just say we'll be happy to live without further adventures in Boccondivino customer service..."
Boccondivino,Italian,4.0,?11-20,5,2017-04-02,Amazing and unique variety of dishes in a very authentic Italian restaurant unlike others in the area
Boccondivino,Italian,4.0,?11-20,5,2016-01-07,"Just saw a review ""This is my favorite Sicilian restaurant in Berlin. They make a great pizza but the kitchen really shines with the seafood dishes."" I am surprised - no pizza on the menu. It's not a pizzeria, it's a very nice italian ristorante - and the six of us all had different starters and entrees and were very happy. I will sure go there again."
Boccondivino,Italian,4.0,?11-20,3,2016-06-06,"My friend and I were in Berlin for just a couple of days, and so far we have not been especially impressed with the food options. This place seemed nice when we walked by it during the day, so we stopped in for dinner at around 9:30 on a Monday night.

It was pretty busy, and they didn't have a hostess per say, so we sort of asked the bartender to be seated. It took about 10-15 min for someone to get to the table, but they were very nice. Just slow. The menu was on the chalkboard, as was the wine. I ordered a red wine for 7 euros, awful but cheap. Then we ordered food. Bread came - it was not great bread. Food came fast, I had mushroom risotto and my friend had a truffle and cheese pasta. They were both pretty good, but not excellent. Then it took another 25 min after we finished eating to get the check.

Overall, decent food (especially for the price), and they were very nice, but not attentive."
Boccondivino,Italian,4.0,?11-20,1,2015-05-25,"I'm not sure if the people leaving good reviews here are real or not. After enduring 16hours of flight from Singapore to Berlin, I wanted to finally have nice food in a nice environment. Since reviews are all good on Foursquare, Tripadvisor, Google, my friends and I decided to give this place a shot for lunch. We ordered ricotta and spinach cannelloni, with vegetable and beet soup, and I ordered some kind of pasta with shrimps and lobster sauce.

1) We were served bread and olives. I wonder what happened to the olive oil and balsamic vinegar.
2) The waiter was always hovering around and eavesdropping. Or maybe seeking validation or hoping that we're gonna go all ""oh wow awesome food"" (which didn't happen).
3) The cannelloni with ricotta and spinach was bland. But it was slightly better than my dishful of hate pasta.
4) My pasta (the shrimp with lobster sauce) was obviously cooked with hate. The shrimps were made from frozen, it was bland and texture was meh. The sauce? I didn't taste any lobster, instead all I had was salt and huge chunks of garlic. A vampire would have fled in horror if he saw the chunks of garlic in my pasta. Even my boyfriend thought that maybe they heard that I mention that the soup tastes home-made, and as a result, they probably cooked me a dishful of hate.

So God knows where all these good reviews came from. Is it because they hate life, or just hate asians, or hate non-italians, or is it because we aren't the usual demographic of the fancy Mitte business people, that we don't deserve a good meal even though we're paying for it? I would not recommend this place at all to anyone who wants to. Spend your money elsewhere, in a restaurant that takes pride in serving good food to people.

Visited May 2015"
Boccondivino,Italian,4.0,?11-20,5,2015-11-16,Very authentic Italian restaurant and reasonably priced. Grilled fish with potatoes and spinach reminded me of a meal in Venice. Pasta with beef filet was delicious. The pasta Alfredo ordered by a neighboring table was prepared in a very unique way and looked great!
Boccondivino,Italian,4.0,?11-20,5,2013-03-14,"Great authentic atmosphere, not commercialised in any way.  Fely like being in Italy.  Great food, reasonable prices and the wine selection was also good and good value"
Boccondivino,Italian,4.0,?11-20,5,2012-09-13,"This is my favorite Sicilian restaurant in Berlin. They make a great pizza but the kitchen really shines with the seafood dishes. The portions are large and delicious, the salads are great. The wine list has great wines in all price ranges. The staff is friendly and efficient. Checkout the chalkboard above the bar for the daily specials based on what is fresh."
Dolcini,Italian,4.5,?11-20,5,2017-10-12,"The best hospitality I have ever experienced at a restaurant. Mario - one of the brothers who runs this place is such a pleasant person. When his brother is cooking he talks to each and every guest and takes his time taking orders and serving. After his brother leaves he takes over and serves the food as well. The food was so good. He offered a desert wine and espresso at the end. Visiting this place was the highlight of my trip to Berlin. Mario even walked every guest to the door after they finished while we were there. Eat at this place to have a pleasant time, if you are in a hurry and want to be on your phone this is not the place. I like how the restaurant tries to keep technology out while we enjoy our meal."
Dolcini,Italian,4.5,?11-20,4,2016-12-29,Considering price and quality you will have a great evening here. Homemade food and great friendly service.  Anti past can be shared and the prosecco does the trick.
Dolcini,Italian,4.5,?11-20,5,2017-05-16,"Excellent supper. From the beginning you feel welcome and appreciated. The server runs the place with his brother, and it's clearly something they really believe in. We had gnocchi and a pasta dish, along with a mozzarella/tomato appetizer, and some wine. All the food was exactly what I'd want for that dish. The prices were very good, with the main dish prices low enough that you feel like getting that appetizer or two. All the ingredients that are supposed to be fresh were fresh and delicious. What else is there to say?"
Dolcini,Italian,4.5,?11-20,3,2013-05-13,Also ich finde das Essen nichts Besonderes Italiener hat keine Pizza und Penne war nicht herausragend Nur wenn ich muss wieder
Marechiaro,Italian,4.5,?11-20,5,2016-12-17,"Family-style Italian restaurant with a great selection of pizza, pasta, salads, and antipasti. Simple, hearty food for a cozy dining experience. A nice selection of house wines, too. 

This isn't fine dining, and that's just fine with me. Simply good food for a good price. 

The owner/proprietor is an extremely welcoming and friendly woman. Makes you feel like you're always welcome. Highly recommended!"
Marechiaro,Italian,4.5,?11-20,5,2016-09-15,"After HOURS of researching the perfect place for our final meal on our Berlin trip, I came across Marechiaro. We were looking for something non-German, quaint, and in a less busy neighborhood, yet somewhere cozy that had great food, good service, and a nice atmosphere. I think this place fit the bill nicely! It was a nice night out and many people showed up to the restaurant wanting an outdoor table, so the employees took almost all of the tables out to the sidewalk to appease everyone. My wife and I stayed inside, though.

The proprietors were super helpful. The menu and specials were all in German and they translated everything for us without a fuss. As we came to experience in Berlin, service in general is just slower than in the US. But this was the only place we ate where they acknowledged and apologized for the wait, which was nice.

The food was freshly prepared and we agreed our entrees and appetizer were great. If they are serving it, I'd recommend the spaghetti with lemon cream sauce and tiger shrimp."
Marechiaro,Italian,4.5,?11-20,5,2017-04-19,"Perfect food, very good service
We enjoyed every moment.
We ate bruschetta and two kinds of pasta and the taste was amazing!!!"
Marechiaro,Italian,4.5,?11-20,5,2015-03-31,"went with 3 friends, none of spoke Italian nor German. Didn't matter!  The owner was adorable. She made us feel welcome. best Italian food outside Italy!  Go and have dinner. You won't be sorry."
Marechiaro,Italian,4.5,?11-20,5,2014-11-14,"Maybe a bit slow,
But really the best Italian food with fresh ingredients, awesome pizza and pasta. Every ingredient is delicious !!!"
Marechiaro,Italian,4.5,?11-20,3,2012-12-08,It is a small eatery with fine pizzas. the service here was very friendly and the food served was fresh.
Trattoria Felice,Modern European,4.0,?11-20,5,2011-09-25,"The best thing about an Italian restaurant is always the atmosphere 

In this restaurant run by Salvatore and Felix this is sure to receive. The food is made with the with Italian love for food.

Suggest you all put on your list to go to when in Prenzlauer Berg."
Trattoria Felice,Modern European,4.0,?11-20,2,2015-12-02,"Wandering around Berlin I came just to Trattoria Felice.

With a pure heart I can say that for the first time in Berlin I found a great waitress who likes his job because, clearly, it can be seen and knows savavr vivre.

The place is friendly animals. The dog got even water and dog cookies.

Let's get to the menu. Prices very high. I could not find my taste pizza, firmly contrived. Everything looks appetizing, but the pizza does not impress.

We have spent more than 30 euros and we were disappointed, because we could eat much better for this money."
Trattoria Felice,Modern European,4.0,?11-20,5,2017-01-18,"I love this place. Beautiful interior design, great service and morst importantly: wonderful food and drinks. Had a vegetarian pizza, a salad and white wine. Will be back!"
Trattoria Felice,Modern European,4.0,?11-20,1,2016-02-14,"Food is not good at all, the speed of cooking is too soon. I think everything is all made up not home made, I am wondering how they got all these stars."
Trattoria Felice,Modern European,4.0,?11-20,4,2015-04-03,"We got a table without reservation, but the place was completely packed, noisy and chaotic. What I like about this Italian restaurant is that they also serve non-pizza and pasta dishes, like the meats and fishes you'd also expect in Italy. Nevertheless we decided to stick to pizza, because it was so warm and crowded that we did not want to stay too long, also the meat dishes were slightly too expensive for our taste (24 euros or so) and therefore not suitable for a 'quick bite'. 
Negative thing was that the counter with cash register was next to our table and as a result the waiters were continuously yelling close to my girlfriends ears to communicate with each other over all the inside noise, which was quite annoying. This got worse when some live music entertainment started,  so although the music was great we were too bothered and annoyed by the (nonetheless) friendly waiters.

The pizzas were good though - a bit undercooked and too salty, but nice and thin, good ingredients and richly covered.

Four stars because all the food we saw looked great and we know that the experience would've been better on any other night than this one. We'll come back on a weekday to get this confirmed."
Trattoria Felice,Modern European,4.0,?11-20,3,2012-07-18,"Not bad, not all that great  
The pasta dish with Parmesan and truffle was really outstanding, but the overall atmosphere wasn't all that great. I like it when an Italian restaurant can make me feel like being in Italy  here you know you're in an Italian place in Germany. Also while serving us, the owner had more of an eye for new customers coming in, than concentrating on who he was serving.
Whoever is used to a pizzeria thinks this is great, if you expect somewhat more it was a bit disappointing.
Nice food but I would not come back again soon. 3,5 stars"
Osteria dell ?Arte,Italian,4.5,?11-20,5,2015-10-17,"Such a cute little place.

The food is amazing (and cheap too), the staff is lovely and accommodating and the atmosphere is amazing.

I'd go back anytime."
Osteria dell ?Arte,Italian,4.5,?11-20,1,2014-09-18,"Oh boy did yelp steer me in the wrong direction with this place! People gave this restaurant 4/5 stars so i thought It would be great italian food and It was not. Staff was very nice and friendly. 

Frankly they had nothing really italian on their menu. No typical pasta dishes, no chicken parmagiana. No chicken marsala, no pesto sauce, no penne vodka. It is like this place had no clue what italian food was or how to serve it.   Sad that these servers were so good, yet working at a crap place like this.

I ended up ordering 'homemade' gnocchi with homemade tomato basil sauce, it was bland, not very good at all. My dad tried to order chicken parm over pasta and got pieces of grilled chicken tossed in spaghetti from a box over the same plain tomato sauce.  How awful.

Their wine selection was pathetic, strange considering its an ""italian restaurant...?'  The server could not even tell me what the ""Sweet wine"" on the menu was. Yes that was its actually called on the menu. They only had three also...pinot, chardonnay, and 'sweet wine.'  Awful selection for any restaurant let alone an Italian one.

Overall I would never come back here, I would never suggest it to anyone, and shame on anyone giving this place more then three stars. For what????????? Their food sucks, their menu is not even Italian, and they have no real alcohol. basically the only thing good here were the servers!"
Osteria dell ?Arte,Italian,4.5,?11-20,4,2017-07-22,"Nice, authentic italian place. We came on a busy friday, but managed to get at table indoor. Had a lovely dish of tagliatelle and a beer, and everything was well made and tasty."
Osteria dell ?Arte,Italian,4.5,?11-20,5,2015-08-30,"Very nice food and service, traditional italian cuisine! We liked it and we are going to come back there soon."
Osteria dell ?Arte,Italian,4.5,?11-20,5,2015-10-15,"Delicious food, huge portions, extremely reasonable prices, complementary bruschetta, uplifting atmosphere, and very friendly staff!  We had a great dinner here!  We got the simple lasagna and the spaghetti with meat sauce, and both were so good that we switched meals halfway through and still only finished about half of each plate...not to mention that each plate was only 7?-8?...that's a steal!  The staff were all very gracious and didn't even seem to mind that we didn't speak German (or Italian).  Highly recommended.  :)"
Osteria dell ?Arte,Italian,4.5,?11-20,4,2016-03-16,"When you're in the mood for spaghetti, go here. The servers are characters and we love them. Pizza is good. House red is decent. And it's super cheap. Nice little digestif offered on the house after the meal. Happy to have this go-to in the neighborhood."
Osteria dell ?Arte,Italian,4.5,?11-20,4,2012-10-16,"When I visited this place it was packed. Seems like a good idea to make reservation beforehand. There is a menu, which did not impress me at all, but the waiter suggested some seasonal dishes which were very nice. The desserts are absolutely awesome."
Ristorante a Mano,Italian,4.5,?11-20,5,2018-01-03,"Our experience here was 5 stars from start to finish.  The service was amazing, our waiter was both knowledgeable and enthusiastic about the menu.  

We had a group of 3 and all tried different items.  The gnocci was perfectly done, one of the best I have ever had (including in Italy).  The prices seemed very fair for the level of quality and service provided."
Ristorante a Mano,Italian,4.5,?11-20,5,2017-11-04,"Went to Ristorante a Mano without reservations on a Wednesday night. They were pretty full, however we were able to snag a table for 2. After ordering drinks, another party of 4 came in and out waiter asked us if it was possible for us to move to an alternate table so they could combine two tables together to accommodate the table of 4. We had no problem doing this, and we moved. Our waiter then informed us that we could have another round of drinks on the house as a thank you! 

They served complimentary bread, sliced meat and the BEST OLIVES I've ever had. My boyfriend ordered a tagliatelle dish (don't remember what was in it) and I had the penne arrabbiata. Both were delicious, the arrabbiata had onions and peppers inside that added different textures to the pasta. They even served complimentary shots of limoncello or sambuca, as well as a little baggie of MyTaxi sponsored gummies (lol). 

Overall, I recommend this restaurant! Nice ambiance inside, extremely accommodating and kind waiters."
Ristorante a Mano,Italian,4.5,?11-20,5,2017-10-01,"My family and I recently took a trip to Berlin. After a couple days of doner, sausages, etc., we were jonesing for some good Italian food. After cross-referencing results between Yelp and Trip Advisor, we decided on Ristorante a Mano, one of the highest-rated restaurants in the area with a ton of reviews. 

On the way, we were hoping that we weren't dressed too casually for the location. Upon getting there, our attire was no problem, and the waitstaff was incredibly friendly. We did not have a reservation, but that was no problem as we were immediately seated outside. I think it is accurate to say the waiters *rushed* to prepare our table. As we were seated, we promptly received bread as well as blankets to keep us warm. Our main waiter was Rosano (?), and he was very attentive, helpful, funny, and helpful. Honestly, he has set the bar for descriptions of service for my future yelp reviews. 

We ordered the burrata appetizer, which packed a lot of flavor. Between the four of us, we ordered a chicken/mushroom pasta, a pesto gnocchi, a truffle ravioli (!!!!!), and a spaghetti and meatballs. All were rich with bold flavors. Maybe it's because we're from a couple of college towns in Florida, but we all thought the food was superb. 

I have to devote a separate paragraph to the dessert. I think the general consensus among my family was that this was the best dessert we had ever had. Rosano talked us into the dessert sampler, and I wish I remembered better what exactly it consisted of. There was a moist tiramisu, a mango panna cotta, a pistachio ice cream (the best one there), and..... something else that I know was amazing but I forget what it was. 

Afterwards, Rosano gave us complimentary drinks and called us a cab home. Overall, this was an 11/10 experience, and I will be recommending this place to any of my friends who are lucky enough to be in Berlin."
Ristorante a Mano,Italian,4.5,?11-20,5,2017-12-31,Was by far the most reasonable price restaurant and best tasting meal since in Germany. Waiter service was super and establishment was very clean.
Ristorante a Mano,Italian,4.5,?11-20,4,2016-07-15,"We came here after a quick decision for good Italian food. We did not have reservations, but were given seats immediately though our group of 6 had to be split up into tables of 4 and 2 (bigger groups can be accomodated outside, but it was cold).

One of the first things I noticed was how good the service was. The waiters were all very attentive. We were served bread w/olive oil and vinegar for free upon sitting down and they got our orders quickly.

I shared a cream of potato soup with truffle oil, a mixed salad with a sort of balsamic vinaigrette and beef fillet, and a spaghetti with garlic, prawns, and chili. The soup was delicious, though a bit on the salty side. The salad was alright, and the pasta was really good. And apparently there was one spaghetti in my friend's sea of penne. Overall, I would say this was a solid place for Italian food and I had nothing to complain about, but it was nothing too stellar."
