Restaurant Name,Cuisine,Rating,Price Range,Review Rating,Review Date,Review
Al Andalus,Spanish,4,?11-20,4,7/2/12,"One of the most authentic spanish locations in Berlin.I was here on the EURO-2012 soccer final Spain-Italy, and i though i were in some Cafe in Sevilla or Madrid.No bling bling, just pure ""Spanishm"".....the yummiest Rioja wine, and a very relaxed and friendly staff.The only weakness here, is the food.....i tried the Tapas, and they were nothing empressive."
Al Andalus,Spanish,4,?11-20,1,4/23/14,"This is anything but a good spanish restaurant! You can fool the non-spanish customers, but I think that's the most disgraceful a restaurant owner can do... But you can certainly not fool a spaniard...The tapas are not freshly cooked, they taste like ""ready made"", frozen or microwaved... most of them are not even from the spanish cuisine...The worst thing is that ""thing"" they dare to call jamon... my god, that's the cheapest you could buy in any supermarket...After I read some comments from spanish people I can only guess they are friends with the owner... Never again."
Le Saint Amour,French,5,?11-20,5,9/20/15,"One of my favorites places in Berlin. It's like being back in France instantly. The place is like a typical bouchon Lyonnais, with typical dishes like quenelles de brochet. The menu is pretty short, it's all fresh and cooked on order. The house wine is ?9 a pot, and pretty good. This place cures my homesickness pretty well. Bravo et merci."
Gast?n Tapas Bar,Spanish,3,?11-20,4,11/6/15,"Very nice, affordable tapas (30 euro for two people including a bottle of wine). I only had vegetarian and fish, so can't speak for the meat plates. However, the fish was not for the picky types, so if you don't like sardines, squid etc, go for something else. If you do however, these are awesome!Bonus: The music included an instrumental spanish version of Get Lucky. There's no escape."
Gast?n Tapas Bar,Spanish,3,?11-20,2,1/15/17,"Nice interior, food is ok with cheaper prices compared to other tapas restaurant. The waiter gave us the receipt with wrong amounts of order... not as good as what I have told by my friends, would not recommend here I am sorry..."
Gast?n Tapas Bar,Spanish,3,?11-20,1,8/25/17,Not what it used to be. The food is not good anymore and if you stop ordering for 10 minutes they ask you to leave.
Gast?n Tapas Bar,Spanish,3,?11-20,5,1/20/16,"Great little neighborhood tapas bar. The place is small, so get there early. We had the sardines, chorizos and octopus with glasses of wine. All delicious. The service is not the fastest, but we were there to savor, chat, and enjoy, so what's the rush?"
Gast?n Tapas Bar,Spanish,3,?11-20,3,5/6/16,"Nice small and authentic Spanish restaurant. Definitely a good place to go with a group of friends, sit at a long table and enjoy the evening sharing tapas."
Gast?n Tapas Bar,Spanish,3,?11-20,5,1/20/16,A little bit of Spain in Berlin. Take some friends and a whole evening and enjoy.
Gast?n Tapas Bar,Spanish,3,?11-20,5,7/12/15,"If you've got time, this place is amazing!! Not the quickest service, though it is friendly, and the food is sensational. Best tapas you can get in Berlin - the croquettes, meatballs, sardines and garlic prawn especially - and it's all coupled with delicious, affordable wines. Cannot recommend it highly enough!"
Gast?n Tapas Bar,Spanish,3,?11-20,4,7/24/16,Nice tapas bar in the middle of hip Neuk?lln. Crowded and tiny insides but outside is nice. Would go back with friends!
Gast?n Tapas Bar,Spanish,3,?11-20,3,8/1/14,"Hip, transited, no-frills Neuk?lln corner. Simple, honest tapas: rich, wonderful tortilla; great chorizo; nice boquerones; simple albondigas in tomato sauce (lacking salt); bad bread - room for improvement. Service was ok - busy night, friendly waitress knew little to nothing about the food."
Gast?n Tapas Bar,Spanish,3,?11-20,1,6/5/16,"forget about everything you read or heard about this place we've went to for years. new menu new waiters new chefs: SUPER DISAPPOINTING! the service doesn't exist no cutlery orders don't come even though asking twice. food bland unsalted ... shame what happened to that place and its vibe!"
Gast?n Tapas Bar,Spanish,3,?11-20,4,12/17/11,"I liked Gaston, although I have already been there twice Ive not been dissapointed. Cider: Great. Wine: great. Tapas: Great. And Sebastian (the owner?) is really trying, good with people. And Im glad there are always peeps inside, seems like Im not the only one that likes it. Good luck with your venture."
Gast?n Tapas Bar,Spanish,3,?11-20,1,6/8/13,"The food here is not bad, far from the worst Spanish food I've had, but the service is terrible, and the staff disinterested and disorganised. They ignored us for two minutes when we walked in, took ages to take our order, tried to take our order a second time, bought our drinks 15 minutes later at the same time as the food, irgnored us when we tried to ask for the bill, then made us repeat our order for the bill, and then had the nerve to ask for a tip!"
Weingalerie und Caf? N?!,Mediterranean,4.5,?11-20,5,1/27/18,"Love love loved this place! First of all, it's adorable. Super cozy, eclectic, and very European. And our waitress was adorable also. For the food, we got the foie gras, which was a little small, but just melted in your mouth. And the truffle flatbread was to die for. The first order that came out of our escargot was badly burned--completely inedible--but when we sent it back, we got a delicious fresh order soon after with no problem at all. I definitely wouldn't drop it a star over that, especially since everything else was so perfect. Would totally come back here over and over again on future trips."
Weingalerie und Caf? N?!,Mediterranean,4.5,?11-20,5,10/9/16,"Lovely outdoor seating area and the inside ambiance is very decorated as well! Opted to sit outside on a sunny, beautiful day!It was a leisurely afternoon with a book, 2 glasses of rose wine and pasta!The rose was chilled, which made it enjoyable for a warm day and complimented well with the pasta that had a thick mushroom paste served with it. It was more than a wine bar here and I love this place superbly."
Weingalerie und Caf? N?!,Mediterranean,4.5,?11-20,4,7/22/16,"This is a great little spot if you'd like a leisurely meal or several glasses of wine. Service can be exceedingly slow, but everyone is very nice and the food is great and ideal for sharing. There are plenty of vegetarian options. The highlight was the Swiss cheese which you cut yourself and they charged you by the centimeter (and includes a ruler so you can asses your damage). The small salads were massive and delicious. And the wine list has an extensive amount of options by the glass/carafe. If you're not in a hurry, a great spot to enjoy good company and good food."
Weingalerie und Caf? N?!,Mediterranean,4.5,?11-20,5,2/3/17,"We went here two days in a row just because it is that good. And the waitress is perfect. Extremely busy but still so polite and not rushed. Food very nice. Knowledge and guidance on wine was perfect. Best recommendations."
Weingalerie und Caf? N?!,Mediterranean,4.5,?11-20,5,4/11/17,"If you want real, delicious, German food, this is your spot. Order the lunch for two, a flammenkuche, and a carafe of wine, and prepare to enjoy yourself. Beautiful patio on sunny days, and charming interior as well."
Weingalerie und Caf? N?!,Mediterranean,4.5,?11-20,4,3/3/17,"The food here is phenomenal. I do wish I had more time to explore the many wines they have on the menu but each time I have come here we have always been pleasantly greeted and we have tried something new on the menu."
Weingalerie und Caf? N?!,Mediterranean,4.5,?11-20,4,9/9/16,It was such a treat to find this place tucked into a cute wall in the mitte. The wine selection here is great and their cheese platters are amazing. I think I went back here almost everyday I was in Berlin. The ambience reminds you of a hole in the wall cozy french wine galerie and the service is great.
