Restaurant Name,Cuisine,Rating,Price Range,Review Rating,Review Date,Review
Da Jia Le,Chinese,4.5,€11-20,5,2017-10-10,"Authentic Northern Chinese cuisine ... even the atmosphere is authentic (ie more Neon than nostalgic ;) ) Chinese. Great food with pork as mainstay. Oh, and craft beers. Best to come with at least 3 diners to samples some variety (Chinese, not European dishes served here)."
Da Jia Le,Chinese,4.5,€11-20,4,2018-01-25,Went to DJL for dinner. Authentic Chinese food and service was pretty good too. Food was served fast.
Da Jia Le,Chinese,4.5,€11-20,2,2017-06-11,"If this is the best Chinese food that Berlin had to offer... wow... maybe someone should take a trip to China. 

Although the service was friendly and the menu seeming authentic with the inclusion of a few north eastern Chinese dishes, this is meals are aimed at the German palate, if your palate favors the toning down of flavors this place is for you. 

When it comes to looking for authentic tasting food, I'll steer clear of local reviewers thanks. Although I did have pretty tasty Chinese food in Frankfurt, so maybe it's just a Berliner thing."
Da Jia Le,Chinese,4.5,€11-20,4,2017-09-22,"Authentic cuisine, pretty good! We enjoyed the cucumber salad/ dumplings/ salt and pepper prawns/ bok choy w shiitake/ sour soup fish."
Da Jia Le,Chinese,4.5,€11-20,4,2016-02-09,"Relatively cheap and pretty authentic chinese restaurant. The servers are super nice and friendly so I want to give 5 stars for that.

Food was also pretty authentic although the choice was a bit limited. The duck was pretty good and crispy but yuxiangrousi ???? was a bit too sweet. The fried rice was ok. And the bokchoy and mushroom was good ????. Guobai ?? was great (i believe the place is ?? dongbei food. They also gave us free white rice! 

The food took a while to come out and the choice was somehow more limited than in the Bay area/california (i know this sounds weird since they have pages of food but they lack some super common authentic chinese dishes--- which to be fair not many people might order those here?) 

Otherwise, super good service, tasty food at decent price! Cannot ask for more for a chinese restaurant in Berlin!"
Da Jia Le,Chinese,4.5,€11-20,5,2017-04-04,"Very good place for dinner, friendly servers, some dishes can serve up to two people. I recommend asking for the spring roll of entry - 2.80 euros. Recommend the dish with chicken fingers and vegetables - 9.90 euros."
Da Jia Le,Chinese,4.5,€11-20,4,2016-11-20,"Very authentic Chinese restaurant. Everything is well prepared and tasty, even the ""Westernized"" dishes.
Service is a bit quirky but friendly. Totally recommended"
Da Jia Le,Chinese,4.5,€11-20,5,2016-06-27,"This restaurant is a little out of the way but totally worth the trek. The food is very good and the service is wonderful. If you're unsure, the front part of the menu has photos of each item to help with your decision. If you want good Chinese food while in Berlin, Da Jia Le is worth a stop."
Da Jia Le,Chinese,4.5,€11-20,5,2015-06-12,"I've bookmarked this for the longest time, and finally, I got the chance to get here. Oh, how wonderful!

It's always a joy to find a Chinese restaurant that doesn't tailor its cuisine to the ""needs"" of the local population. Hence, when I was living in the US, I always sought these little hole in the wall Chinese restaurants because I didn't really dig General Tso's Chicken. And so here in Berlin, I am glad to have found this.

One tip: if you ever try and eat here, don't order from the menu that has no pictures. Order from the menu that has pictures. The picture-less menu is your standard Chinese fare that you would expect every Chinese restaurant would carry. But the menu with the pictures, those are the bomb!

We ordered three dishes which we shared between the two of us. We ordered the beef tripe (D03), the seaweed salad (D12), and the pork belly stewed in tomatoes with glass noodles (D33). All the dishes were amazing!

And surprisingly, they also have quite a good selection of German craft beers, which definitely work well with the hot dishes that they have!

I would definitely try to be back here when I can. But first I'll try to exercise and burn away this meal I ate."
Da Jia Le,Chinese,4.5,€11-20,5,2014-04-06,"I like the food here. You can choose between the western Chinese style or the transitional style. Both of them taste good for me. 

Das Essen schmeckt mir gut. Mann kann zwischen der westlichen chinesischen Art und der traditionellen chinesischen Art auswählen. Beide gefallen mir. Lecker. :)"
Da Jia Le,Chinese,4.5,€11-20,5,2015-07-16,"After living in Beijing for almost 4 years then moving to Berlin 2.5 years ago I've been craving REAL Chinese food and I'm very pleased to say I've found it! 

Authentic dishes,  superb flavours and very nice staff (they even kindly put up with my terrible out of practice Chinese!). Another delightful surprise was the great selection of craft beers on their menu BONUS! But I stayed faithful and had a Tsingtao to truly have my ? Chinese fix. 

Do yourself a favour and go eat some real Chinese food,  you will not regret it."
Da Jia Le,Chinese,4.5,€11-20,5,2015-02-13,"Well tickle me pink!  I had gone past this restaurant so many times and thought ummm meh because I have to admit it's not so welcoming looking from the outside. I also peered through the windows at night whilst passing in the car a couple of times and thought nah! Then I saw the reviews on yelp and thought seriously?

Having joined the yelp community and met some of the reviewers I thought...Yes seriously this must be good. So I took my little cold to try out something spicy.

Well we only ordered three dishes, I would have liked to have gone all Asian but I would have needed the stomach of a cow with it's four chambers to get through it all... on that subject you can indeed order stomach, trotters, tripe and the like should you so wish. We ordered Sichuan Style Tofu, Peking styled fried pork with pancakes and the Pork, shrimp, egg and vegetable dumplings. 

The dumplings were a good size and tasty. The tofu was firm and had a lovely spice to it, just right to unblock my nose! The pork wrapped in pancakes was delicious too. Portions are generous and we were really quite stuffed. Thankfully my friend knows me quite well and stopped me ordering by the third dish otherwise I would still be there eating now! I liked this place very much and will return to try other dishes. But my main mission will be to find people who have a stomach for the more adventurous side of the menu. Really want to try their intestines, hope it's like how my father used to make them. So many dishes to try! Just happy this place is so nearby and to think I have been searching for so long! 

Prices are a little on the steep side but I have to come to terms with that when it comes to Chinese food unless you get a greasy noodle box from some public transport station, but that is a whole different ball game!

Oh I should also mention they have an impressive selection of craft beers too!"
